u,i,ts,label,idx,e_idx
1,4,107.59535852965189,-1,320,320
2,4,109.38295249306589,0,321,321
2,4,110.83767225726922,0,322,322
1,3,110.91231802679678,-1,323,323
2,3,110.91421323417089,-1,324,324
2,4,110.92675400724971,1,325,325
2,4,110.99363885246851,1,326,326
2,4,111.03969352446894,1,327,327
2,4,111.06129524328183,1,328,328
2,4,111.63090817456848,0,329,329
1,3,111.73562096159611,-1,330,330
2,3,111.7820845249621,-1,331,331
2,3,111.80558579355076,-1,332,332
2,4,111.81289270195184,1,333,333
2,3,111.81294535788037,-1,334,334
2,4,111.8485605950953,1,335,335
2,4,111.93629921310391,0,336,336
2,4,111.99972840599305,1,337,337
2,4,112.0915780209497,1,338,338
2,4,112.8055797433943,0,339,339
1,3,113.86846963549378,-1,340,340
2,3,113.88896676540018,-1,341,341
2,4,113.90767901195862,1,342,342
2,4,113.96507702064169,1,343,343
1,3,115.51888156303241,-1,344,344
2,3,115.6142943743413,-1,345,345
2,4,115.67185582920176,1,346,346
2,4,115.67527377562014,1,347,347
2,4,115.76276371205847,1,348,348
1,4,115.87876038893563,-1,349,349
2,4,116.8129560272542,0,350,350
1,4,116.99047622635703,-1,351,351
2,4,117.1893810667925,0,352,352
1,4,117.46443655278937,-1,353,353
1,4,118.09441773551617,-1,354,354
1,3,118.37539539814614,-1,355,355
2,3,118.39370613349062,-1,356,356
2,4,118.39483540320231,1,357,357
2,3,118.4038576141704,-1,358,358
2,4,118.42942642176163,1,359,359
2,4,118.43551630761371,1,360,360
2,4,118.60685489127611,1,361,361
2,4,118.95781503206409,0,362,362
2,4,119.03861099091948,0,363,363
2,4,120.02955402588402,0,364,364
1,3,120.06634339112968,-1,365,365
1,4,120.4960493664223,-1,366,366
1,3,120.92632846288966,-1,367,367
2,4,121.40936361953493,0,368,368
1,4,121.59611108066024,-1,369,369
2,4,122.16418531573454,0,370,370
1,4,122.836321074139,-1,371,371
2,4,122.92993342260098,0,372,372
2,4,123.30889255722997,0,373,373
2,4,123.53954819406617,0,374,374
2,4,123.91527722150715,0,375,375
2,4,124.45582078371947,0,376,376
1,3,124.52471203169617,-1,377,377
2,3,124.55620351296426,-1,378,378
2,3,124.55671411373022,-1,379,379
2,4,124.71910516487213,1,380,380
1,3,125.09795855558326,-1,381,381
2,3,125.09822984533893,-1,382,382
2,4,125.12139973062311,1,383,383
2,3,125.15735579320025,-1,384,384
2,4,125.15851604781386,1,385,385
2,4,125.21353243180319,1,386,386
2,3,125.21628053752107,-1,387,387
2,4,125.22057135023374,1,388,388
2,4,125.24494666860544,1,389,389
2,4,125.2916968850869,1,390,390
2,4,125.30504829621695,1,391,391
2,4,125.3525148067474,1,392,392
1,4,126.40386112905487,-1,393,393
1,3,126.61433330772951,-1,394,394
1,3,127.55227258340393,-1,395,395
1,3,127.5757580440406,-1,396,396
2,3,127.60849669320989,-1,397,397
2,3,127.63143527173756,-1,398,398
2,4,127.65691465072884,1,399,399
2,4,127.66760341889385,1,400,400
2,4,127.67300555960448,1,401,401
2,4,127.92827426738374,0,402,402
2,4,127.93457439796046,1,403,403
2,4,127.9362463240202,1,404,404
2,4,128.27170513092153,0,405,405
2,4,128.31128074612107,0,406,406
1,4,128.74212871086087,-1,407,407
1,3,129.88608996020142,-1,408,408
1,3,129.96414703616094,-1,409,409
2,3,129.97344556512206,-1,410,410
2,4,130.1282737927124,1,411,411
2,4,130.57068651671983,0,412,412
1,4,130.57320816811207,-1,413,413
1,4,131.56522998856948,-1,414,414
1,3,132.4086348456348,-1,415,415
2,3,132.42795643542954,-1,416,416
2,4,132.47752372347477,1,417,417
2,3,132.49336664888108,-1,418,418
2,4,132.49454337134014,1,419,419
2,4,132.54420404395793,1,420,420
2,4,132.58904987650214,0,421,421
2,4,132.86389702186912,0,422,422
2,4,135.0463938971035,0,423,423
1,3,135.07442066969335,-1,424,424
2,3,135.08115051643298,-1,425,425
2,3,135.11534244599574,-1,426,426
2,4,135.17854299617937,1,427,427
2,4,135.18356909433976,1,428,428
2,4,135.25072225334873,1,429,429
2,4,135.3070768550752,1,430,430
1,4,135.9424975278507,-1,431,431
2,4,136.0075916122518,0,432,432
1,4,136.23913722588546,-1,433,433
2,4,136.86775919199113,0,434,434
1,4,138.75292919431223,-1,435,435
2,4,138.8339934094942,0,436,436
2,4,139.1289554917327,0,437,437
2,4,140.41652629354968,0,438,438
1,3,140.97506385283447,-1,439,439
2,3,141.18234682433427,-1,440,440
2,4,141.18312055042364,1,441,441
2,4,141.20745210662068,1,442,442
2,4,141.22452114040897,1,443,443
1,4,141.65677232906643,-1,444,444
1,4,141.8883327816125,-1,445,445
1,3,142.09483888348328,-1,446,446
2,3,142.13640284684584,-1,447,447
2,3,142.1394678328553,-1,448,448
2,3,142.16460751529493,-1,449,449
2,4,142.17454935809835,1,450,450
2,4,142.25587846317214,1,451,451
2,4,142.2601199060772,1,452,452
2,4,142.27340671503237,1,453,453
2,4,142.28421282061018,1,454,454
2,4,142.401491009888,1,455,455
2,4,142.45822341659544,0,456,456
1,3,144.34631404741754,-1,457,457
2,3,144.36467185812324,-1,458,458
2,4,144.42086952496862,1,459,459
2,3,144.45691219494518,-1,460,460
2,4,144.4727486424467,1,461,461
2,4,144.48631988976524,1,462,462
2,4,144.5648756032414,1,463,463
2,4,144.57006609430502,0,464,464
2,4,144.60629121985843,1,465,465
2,4,144.61347780641427,1,466,466
1,3,144.71838881114513,-1,467,467
2,4,145.05887893860222,0,468,468
1,3,145.92249148814045,-1,469,469
2,3,146.01684296257395,-1,470,470
2,4,146.30766672689683,1,471,471
1,4,146.47849722879675,-1,472,472
2,4,147.46867938871767,0,473,473
1,3,147.81948576778967,-1,474,474
2,3,147.88930847176542,-1,475,475
2,4,147.9044339515752,1,476,476
2,4,147.93744237331285,1,477,477
2,4,147.99448678547188,1,478,478
2,4,148.07749957968866,1,479,479
1,3,148.20983158984163,-1,480,480
2,3,148.23472042791894,-1,481,481
2,4,148.23598404418644,1,482,482
2,4,148.24210381320844,1,483,483
2,4,148.25185664727115,1,484,484
2,4,148.32285397139262,1,485,485
2,4,148.38730974650898,1,486,486
2,4,148.38802428691267,1,487,487
2,4,149.6282575403152,0,488,488
1,3,149.88405918320186,-1,489,489
2,4,151.41527446694639,0,490,490
1,3,152.08958509333272,-1,491,491
2,3,152.1555164092718,-1,492,492
2,4,152.15644624544007,1,493,493
2,4,152.1655932380722,1,494,494
2,4,152.36859445864403,0,495,495
1,4,152.80957376916635,-1,496,496
2,4,152.93731365659417,0,497,497
2,4,153.5809246024835,0,498,498
1,3,154.01098090470518,-1,499,499
2,3,154.1236387474022,-1,500,500
2,4,154.14592457887107,1,501,501
2,4,154.2261836903718,1,502,502
2,4,154.4328565477766,0,503,503
2,4,154.5499480604759,0,504,504
2,4,154.68781259418867,0,505,505
2,4,155.6960896423335,0,506,506
2,4,155.9364572165142,0,507,507
1,3,156.16526858988536,-1,508,508
2,3,156.1884134625977,-1,509,509
2,4,156.20080564793008,1,510,510
2,3,156.22045874445658,-1,511,511
2,4,156.2266618666367,1,512,512
2,4,156.34125246750924,1,513,513
2,4,156.3493558581785,1,514,514
2,4,156.35442287833104,1,515,515
2,4,156.397202543151,1,516,516
2,4,156.4745164564349,1,517,517
2,3,156.61316035398997,-1,518,518
2,4,156.62848071732145,1,519,519
2,4,156.70152771815938,0,520,520
2,4,156.83011222396627,1,521,521
1,4,156.84415444281714,-1,522,522
1,4,156.92163578578842,-1,523,523
2,4,156.92901885890345,0,524,524
1,3,156.98143133329205,-1,525,525
1,3,157.51470842874403,-1,526,526
2,4,158.16860846807225,0,527,527
1,3,158.938192295267,-1,528,528
2,3,158.98361095572224,-1,529,529
2,4,158.9837113446271,1,530,530
2,3,159.14057405184087,-1,531,531
2,4,159.2792224662073,1,532,532
2,4,159.62416077258706,0,533,533
2,4,159.6526222464663,0,534,534
1,4,159.65339173615945,-1,535,535
1,3,162.21083397198245,-1,536,536
2,3,162.36190360369056,-1,537,537
2,4,162.3970122163122,1,538,538
2,4,162.4445002255267,1,539,539
2,4,162.4590109333283,0,540,540
2,4,162.48704585852542,1,541,541
1,3,163.28168535954543,-1,542,542
2,3,163.31993785201732,-1,543,543
2,4,163.3260566700893,1,544,544
1,3,163.35268427597214,-1,545,545
2,4,163.36108229156375,1,546,546
2,3,163.4463254371553,-1,547,547
2,4,163.47895850762959,1,548,548
2,4,163.5611977992209,1,549,549
1,3,163.817040793128,-1,550,550
2,3,163.8289011663393,-1,551,551
2,4,163.84751914565138,1,552,552
2,4,163.8482035548249,1,553,553
2,4,163.86417214248328,1,554,554
2,4,164.37587570567044,0,555,555
2,4,164.57974568716955,0,556,556
2,4,164.6391040778568,0,557,557
2,4,165.399725309226,0,558,558
1,3,166.35870332852315,-1,559,559
1,4,166.85906778895884,-1,560,560
1,4,168.81716988527407,-1,561,561
2,4,168.8654815012194,0,562,562
2,4,169.00148685038695,0,563,563
2,4,169.57496240372618,0,564,564
2,4,170.14396965305755,0,565,565
2,4,170.3318292294136,0,566,566
1,3,173.67144870981286,-1,567,567
2,3,173.70487105886028,-1,568,568
1,4,173.71908902128288,-1,569,569
2,4,173.80714229521357,1,570,570
2,4,173.84492416366376,0,571,571
1,3,174.69243573421554,-1,572,572
2,3,174.75022952457434,-1,573,573
2,3,174.77173647210446,-1,574,574
2,4,174.77946744009193,1,575,575
2,4,174.79867180209087,1,576,576
2,4,174.8041791380303,1,577,577
2,3,174.8161002878809,-1,578,578
2,4,174.86290848674756,1,579,579
1,4,175.08787030370908,-1,580,580
2,4,175.1230198882681,1,581,581
1,4,176.01141079306143,-1,582,582
2,4,176.0118634635015,0,583,583
1,3,176.07913247469608,-1,584,584
2,4,176.35772470348363,0,585,585
1,3,176.3664618226174,-1,586,586
2,4,176.5241118494356,0,587,587
1,4,176.87393888389911,-1,588,588
2,4,176.93241497548084,0,589,589
1,4,177.23050131511184,-1,590,590
1,4,180.06672378020357,-1,591,591
2,4,180.44624216389053,0,592,592
1,4,180.90573886596428,-1,593,593
1,4,181.0472439898159,-1,594,594
2,4,181.16746332558256,0,595,595
2,4,181.23754705826568,0,596,596
2,4,182.28157696908724,0,597,597
1,4,182.76353528745125,-1,598,598
1,4,183.39494595578705,-1,599,599
2,4,183.81758883037247,0,600,600
2,4,184.37306375979935,0,601,601
1,4,184.56454091161925,-1,602,602
1,3,185.13986553981428,-1,603,603
1,4,185.5572968197105,-1,604,604
1,4,185.70212014316883,-1,605,605
2,4,186.24164347908126,0,606,606
2,4,187.73754464734571,0,607,607
1,4,187.9931078891108,-1,608,608
1,3,188.36190146118193,-1,609,609
2,3,188.39138130224728,-1,610,610
2,3,188.39848457780386,-1,611,611
2,4,188.40971658654493,1,612,612
2,4,188.44371350845776,1,613,613
2,4,188.5235656991539,1,614,614
2,4,188.78688931631504,1,615,615
1,4,188.8251723013064,-1,616,616
2,4,189.09739317876867,0,617,617
2,4,189.43943950404267,0,618,618
1,3,189.58728746176286,-1,619,619
2,3,189.59330617445352,-1,620,620
2,4,189.59646129315914,1,621,621
2,3,189.64876917547417,-1,622,622
1,4,189.67299451567848,-1,623,623
2,4,189.67335905963418,0,624,624
2,4,189.68795559972142,1,625,625
2,4,189.69358758031208,1,626,626
2,4,189.70209620226342,1,627,627
2,4,190.15989403433213,0,628,628
1,3,190.18415008088644,-1,629,629
2,3,190.19563259456115,-1,630,630
2,4,190.19674165226016,0,631,631
2,4,190.20285936370755,1,632,632
2,3,190.2330489075947,-1,633,633
2,4,190.2331732033135,1,634,634
1,4,190.24210264873113,-1,635,635
2,4,190.24794765552872,1,636,636
2,4,190.26787038714673,1,637,637
2,4,190.27991997199092,1,638,638
2,4,190.28911298657758,1,639,639
2,4,190.31537799195658,1,640,640
2,4,190.3941989781285,1,641,641
1,3,190.67960091608606,-1,642,642
2,3,190.6956762703657,-1,643,643
2,4,190.69961325736887,1,644,644
2,3,190.71795988272396,-1,645,645
1,4,190.7251948428523,-1,646,646
1,4,190.77571180382787,-1,647,647
1,4,190.78059267779577,-1,648,648
2,4,190.97955111752086,1,649,649
2,4,191.09792987846595,1,650,650
1,4,191.15221220103032,-1,651,651
2,4,191.2135049971907,1,652,652
2,4,191.600337081557,0,653,653
2,4,191.85018232975918,0,654,654
1,4,191.92205171315481,-1,655,655
1,3,192.06885619576605,-1,656,656
2,3,192.1086181182393,-1,657,657
2,4,192.12359007757988,1,658,658
2,4,192.165808480184,1,659,659
2,4,195.56208249711182,0,660,660
1,4,195.71930880313138,-1,661,661
2,4,196.21261737522008,0,662,662
1,4,196.55942090762525,-1,663,663
1,3,196.82767153055119,-1,664,664
2,3,197.02123169647834,-1,665,665
2,4,197.0842815042981,1,666,666
2,4,197.0890806833809,1,667,667
1,4,197.66040711303413,-1,668,668
2,4,197.77744672138323,0,669,669
1,3,199.21506680990203,-1,670,670
2,3,199.23377357416896,-1,671,671
1,3,199.24013129172312,-1,672,672
2,4,199.24939154655507,1,673,673
2,3,199.30768284841824,-1,674,674
2,4,199.33095408013378,1,675,675
2,4,199.38660553519375,1,676,676
2,3,199.46298449182365,-1,677,677
2,4,199.5806439622702,1,678,678
1,3,199.94850288774856,-1,679,679
1,3,200.78443308460535,-1,680,680
1,3,201.00083566019867,-1,681,681
2,3,201.03425159724458,-1,682,682
2,4,201.0554019047351,1,683,683
2,3,201.081944577251,-1,684,684
2,4,201.0824898436453,1,685,685
2,4,201.09487000013067,1,686,686
2,4,201.12443108590418,1,687,687
2,4,201.44114346290434,0,688,688
1,3,201.79101474144463,-1,689,689
2,3,201.82023487984534,-1,690,690
2,4,201.85161528578726,1,691,691
2,4,201.98148241733605,0,692,692
2,3,202.03975400520494,-1,693,693
2,4,202.05466266473917,1,694,694
2,4,202.11925371664105,1,695,695
1,4,202.81805266735628,-1,696,696
1,3,204.3756190686813,-1,697,697
2,4,205.47360732366263,0,698,698
2,4,205.85323245275254,0,699,699
1,3,205.9667031031184,-1,700,700
2,3,206.01747683338394,-1,701,701
2,4,206.02309473810172,1,702,702
2,3,206.02923564283327,-1,703,703
2,3,206.03493258922362,-1,704,704
2,3,206.0417033436508,-1,705,705
2,3,206.04485339452367,-1,706,706
2,4,206.05749105987573,1,707,707
2,4,206.06177897312855,1,708,708
2,4,206.0678627227796,1,709,709
1,4,206.11683235099682,-1,710,710
2,4,206.14314807477444,1,711,711
2,4,206.14905374364378,1,712,712
2,4,206.1591821730028,1,713,713
2,4,206.16334737575076,1,714,714
1,4,206.17994586003226,-1,715,715
2,4,206.18852378734084,1,716,716
2,4,206.20536857406788,1,717,717
2,4,206.25925381962378,1,718,718
2,4,206.5380474106745,0,719,719
2,4,207.24236949432515,0,720,720
1,3,207.4641749080262,-1,721,721
1,4,207.64969039645976,-1,722,722
1,3,208.59060138812168,-1,723,723
1,3,208.8892100436525,-1,724,724
2,3,208.90180915618572,-1,725,725
2,3,208.91890635981082,-1,726,726
2,4,208.9319968260334,1,727,727
2,4,208.96301077266853,1,728,728
2,4,208.96673006163266,1,729,729
2,4,209.0326517632302,1,730,730
2,4,209.12945355003873,1,731,731
2,4,209.2020334036581,1,732,732
2,4,209.36719123859365,0,733,733
2,4,209.4472483302476,0,734,734
1,4,210.39226973013328,-1,735,735
2,4,211.30404331621162,0,736,736
1,3,211.3753940001478,-1,737,737
2,3,211.41455913323463,-1,738,738
2,4,211.4405955835006,1,739,739
2,4,211.48390288147226,1,740,740
2,4,211.64947420157256,1,741,741
2,4,211.93031443874605,0,742,742
2,4,212.95144136181307,0,743,743
1,4,213.5573623806353,-1,744,744
2,4,213.83704412925587,0,745,745
1,4,214.32489520673545,-1,746,746
1,3,214.46207487436322,-1,747,747
2,3,214.68503455485114,-1,748,748
1,3,214.9157293147155,-1,749,749
2,4,214.9193664598257,0,750,750
2,3,215.27978864625683,-1,751,751
2,4,215.3997833237027,1,752,752
2,4,215.96266129791547,0,753,753
1,3,216.18805034664393,-1,754,754
2,4,216.4334357041921,0,755,755
1,3,216.45683877876692,-1,756,756
2,4,216.61352010212192,0,757,757
