u,i,ts,label,idx,e_idx
2,4,144.94425242908474,0,316,316
1,3,145.92249148814045,-1,317,317
2,3,146.01684296257395,-1,318,318
2,4,146.0721847636867,0,319,319
2,4,146.30766672689683,1,320,320
1,4,146.47849722879675,-1,321,321
1,3,147.81948576778967,-1,322,322
2,3,147.88930847176542,-1,323,323
2,4,147.9044339515752,1,324,324
1,3,148.20983158984163,-1,325,325
2,3,148.23472042791894,-1,326,326
2,4,148.23598404418644,1,327,327
1,3,149.88405918320186,-1,328,328
2,4,150.52989728205188,0,329,329
2,4,151.1574505574533,0,330,330
1,3,152.08958509333272,-1,331,331
2,3,152.1555164092718,-1,332,332
2,4,152.15644624544007,1,333,333
1,4,152.80957376916635,-1,334,334
1,3,154.01098090470518,-1,335,335
2,3,154.1236387474022,-1,336,336
2,4,154.14592457887107,1,337,337
1,3,156.16526858988536,-1,338,338
2,3,156.1884134625977,-1,339,339
2,4,156.20080564793008,1,340,340
2,3,156.22045874445658,-1,341,341
2,4,156.2266618666367,1,342,342
2,3,156.61316035398997,-1,343,343
2,4,156.83011222396627,1,344,344
1,4,156.84415444281714,-1,345,345
1,4,156.92163578578842,-1,346,346
1,3,156.98143133329205,-1,347,347
1,3,157.51470842874403,-1,348,348
1,3,158.938192295267,-1,349,349
2,3,158.98361095572224,-1,350,350
2,4,158.9837113446271,1,351,351
2,3,159.14057405184087,-1,352,352
2,4,159.2792224662073,1,353,353
1,4,159.65339173615945,-1,354,354
1,3,162.21083397198245,-1,355,355
2,3,162.36190360369056,-1,356,356
2,4,162.3970122163122,1,357,357
1,3,163.28168535954543,-1,358,358
2,3,163.31993785201732,-1,359,359
2,4,163.3260566700893,1,360,360
1,3,163.35268427597214,-1,361,361
2,3,163.4463254371553,-1,362,362
1,3,163.817040793128,-1,363,363
2,3,163.8289011663393,-1,364,364
2,4,163.84751914565138,1,365,365
1,3,166.35870332852315,-1,366,366
1,4,166.85906778895884,-1,367,367
2,4,167.73254364991433,0,368,368
1,4,168.81716988527407,-1,369,369
2,4,171.6832206855581,0,370,370
2,4,172.64704738082258,0,371,371
1,3,173.67144870981286,-1,372,372
2,3,173.70487105886028,-1,373,373
1,4,173.71908902128288,-1,374,374
2,4,173.80714229521357,1,375,375
2,4,173.97903720274388,0,376,376
2,4,174.56056692415325,0,377,377
1,3,174.69243573421554,-1,378,378
2,3,174.75022952457434,-1,379,379
2,3,174.77173647210446,-1,380,380
2,4,174.77946744009193,1,381,381
2,4,174.8041791380303,1,382,382
2,3,174.8161002878809,-1,383,383
2,4,174.86290848674756,1,384,384
1,4,175.08787030370908,-1,385,385
1,4,176.01141079306143,-1,386,386
1,3,176.07913247469608,-1,387,387
1,3,176.3664618226174,-1,388,388
1,4,176.87393888389911,-1,389,389
1,4,177.23050131511184,-1,390,390
1,4,180.06672378020357,-1,391,391
2,4,180.51402439858802,0,392,392
1,4,180.90573886596428,-1,393,393
2,4,180.96049887213798,0,394,394
1,4,181.0472439898159,-1,395,395
1,4,182.76353528745125,-1,396,396
1,4,183.39494595578705,-1,397,397
1,4,184.56454091161925,-1,398,398
1,3,185.13986553981428,-1,399,399
1,4,185.5572968197105,-1,400,400
1,4,185.70212014316883,-1,401,401
2,4,187.58375745417234,0,402,402
1,4,187.9931078891108,-1,403,403
1,3,188.36190146118193,-1,404,404
2,3,188.39138130224728,-1,405,405
2,3,188.39848457780386,-1,406,406
2,4,188.4003894299016,0,407,407
2,4,188.40971658654493,1,408,408
2,4,188.5235656991539,1,409,409
1,4,188.8251723013064,-1,410,410
1,3,189.58728746176286,-1,411,411
2,3,189.59330617445352,-1,412,412
2,4,189.59646129315914,1,413,413
2,3,189.64876917547417,-1,414,414
1,4,189.67299451567848,-1,415,415
2,4,189.67971693474217,0,416,416
2,4,189.68795559972142,1,417,417
1,3,190.18415008088644,-1,418,418
2,3,190.19563259456115,-1,419,419
2,4,190.20285936370755,1,420,420
2,3,190.2330489075947,-1,421,421
2,4,190.2331732033135,1,422,422
1,4,190.24210264873113,-1,423,423
1,3,190.67960091608606,-1,424,424
2,3,190.6956762703657,-1,425,425
2,4,190.69961325736887,1,426,426
2,3,190.71795988272396,-1,427,427
1,4,190.7251948428523,-1,428,428
1,4,190.77571180382787,-1,429,429
1,4,190.78059267779577,-1,430,430
2,4,191.09792987846595,1,431,431
1,4,191.15221220103032,-1,432,432
2,4,191.87199892152063,0,433,433
1,4,191.92205171315481,-1,434,434
1,3,192.06885619576605,-1,435,435
2,3,192.1086181182393,-1,436,436
2,4,192.12359007757988,1,437,437
2,4,192.92822956403882,0,438,438
2,4,194.42500613917545,0,439,439
1,4,195.71930880313138,-1,440,440
1,4,196.55942090762525,-1,441,441
1,3,196.82767153055119,-1,442,442
2,3,197.02123169647834,-1,443,443
2,4,197.0842815042981,1,444,444
1,4,197.66040711303413,-1,445,445
1,3,199.21506680990203,-1,446,446
2,3,199.23377357416896,-1,447,447
1,3,199.24013129172312,-1,448,448
2,4,199.24939154655507,1,449,449
2,3,199.30768284841824,-1,450,450
2,3,199.46298449182365,-1,451,451
2,4,199.5806439622702,1,452,452
2,4,199.92827145649625,0,453,453
1,3,199.94850288774856,-1,454,454
1,3,200.78443308460535,-1,455,455
1,3,201.00083566019867,-1,456,456
2,3,201.03425159724458,-1,457,457
2,4,201.0554019047351,1,458,458
2,3,201.081944577251,-1,459,459
2,4,201.0824898436453,1,460,460
1,3,201.79101474144463,-1,461,461
2,3,201.82023487984534,-1,462,462
2,4,201.85161528578726,1,463,463
2,3,202.03975400520494,-1,464,464
2,4,202.11925371664105,1,465,465
1,4,202.81805266735628,-1,466,466
1,3,204.3756190686813,-1,467,467
2,4,205.8420982298634,0,468,468
1,3,205.9667031031184,-1,469,469
2,3,206.01747683338394,-1,470,470
2,4,206.02309473810172,1,471,471
2,3,206.02923564283327,-1,472,472
2,3,206.03493258922362,-1,473,473
2,3,206.0417033436508,-1,474,474
2,4,206.04327038039096,0,475,475
2,3,206.04485339452367,-1,476,476
2,4,206.06177897312855,1,477,477
1,4,206.11683235099682,-1,478,478
2,4,206.14905374364378,1,479,479
1,4,206.17994586003226,-1,480,480
1,3,207.4641749080262,-1,481,481
1,4,207.64969039645976,-1,482,482
1,3,208.59060138812168,-1,483,483
1,3,208.8892100436525,-1,484,484
2,3,208.90180915618572,-1,485,485
2,3,208.91890635981082,-1,486,486
2,4,208.9319968260334,1,487,487
2,4,209.2020334036581,1,488,488
1,4,210.39226973013328,-1,489,489
1,3,211.3753940001478,-1,490,490
2,3,211.41455913323463,-1,491,491
2,4,211.4405955835006,1,492,492
1,4,213.5573623806353,-1,493,493
1,4,214.32489520673545,-1,494,494
1,3,214.46207487436322,-1,495,495
2,3,214.68503455485114,-1,496,496
1,3,214.9157293147155,-1,497,497
2,3,215.27978864625683,-1,498,498
2,4,215.3997833237027,1,499,499
1,3,216.18805034664393,-1,500,500
2,4,216.26513105306535,0,501,501
1,3,216.45683877876692,-1,502,502
1,4,216.6595050390096,-1,503,503
1,4,217.24439808154173,-1,504,504
1,3,217.27139290567405,-1,505,505
1,3,219.11958058609952,-1,506,506
2,3,219.12757003603014,-1,507,507
2,3,219.1605085267714,-1,508,508
2,4,219.22925930500296,1,509,509
1,3,219.64311613179265,-1,510,510
1,3,219.6798304135059,-1,511,511
2,3,219.72236065674102,-1,512,512
2,3,219.77583260652258,-1,513,513
2,4,219.81330843597232,1,514,514
1,4,220.41299615658366,-1,515,515
1,4,221.75950566474768,-1,516,516
1,3,221.96419057670673,-1,517,517
2,3,221.99377587197347,-1,518,518
2,4,222.1083590025602,1,519,519
2,3,222.12871810329824,-1,520,520
2,4,222.1951431367957,1,521,521
1,3,222.48973454320887,-1,522,522
2,3,222.52844041328163,-1,523,523
2,4,222.73595412474535,1,524,524
1,4,222.8779793556661,-1,525,525
2,4,224.5440435642028,0,526,526
2,4,225.1532748416311,0,527,527
1,4,225.80235629416177,-1,528,528
2,4,225.8969424303043,0,529,529
1,3,226.61610704549247,-1,530,530
2,3,226.63296453547125,-1,531,531
2,4,226.64123706375725,1,532,532
1,3,226.68307471280113,-1,533,533
1,4,227.55579307861825,-1,534,534
1,4,228.18285299810788,-1,535,535
2,4,228.8775650521708,0,536,536
2,4,229.97648322677358,0,537,537
2,4,230.29080419819755,0,538,538
2,4,230.64526197102307,0,539,539
2,4,231.0472917223139,0,540,540
1,4,231.34550590223182,-1,541,541
1,4,231.50132166211736,-1,542,542
1,4,232.9240465954563,-1,543,543
1,4,233.0889722822541,-1,544,544
1,4,235.02977859666487,-1,545,545
1,3,235.04248645543376,-1,546,546
1,4,235.33412168883322,-1,547,547
1,4,235.46753392994216,-1,548,548
2,4,236.4459938364435,0,549,549
2,4,237.81587615472668,0,550,550
1,3,237.9297073337406,-1,551,551
2,3,237.93861505441106,-1,552,552
2,4,237.94342089969922,1,553,553
2,4,238.0768144937,0,554,554
1,4,238.51153772722128,-1,555,555
1,4,239.24008756147157,-1,556,556
2,4,239.27872131760682,0,557,557
2,4,241.56968493794898,0,558,558
1,3,242.3184696962294,-1,559,559
1,3,242.32370767670744,-1,560,560
1,3,242.77726961164944,-1,561,561
2,3,242.8058423395957,-1,562,562
2,4,242.8414972935487,1,563,563
2,3,242.89992296223022,-1,564,564
2,4,244.73001121401794,0,565,565
1,3,244.82535338163126,-1,566,566
1,4,245.07141482898098,-1,567,567
1,3,245.56925763554972,-1,568,568
2,3,245.60486974939474,-1,569,569
2,3,245.62866869875194,-1,570,570
2,4,245.75291776095293,1,571,571
1,4,245.8293959142433,-1,572,572
1,3,246.39621272570835,-1,573,573
2,3,246.40026108123087,-1,574,574
2,3,246.4597429251812,-1,575,575
2,4,246.48154836016417,1,576,576
1,4,246.8868489301575,-1,577,577
1,3,247.74236372615195,-1,578,578
2,3,247.76874587763362,-1,579,579
2,3,247.79992878821344,-1,580,580
2,3,247.81802262309995,-1,581,581
2,4,247.82476498849107,1,582,582
2,4,247.85420566289724,1,583,583
2,3,247.98718315802535,-1,584,584
2,4,248.0109292562023,1,585,585
2,3,248.10638819476802,-1,586,586
2,4,248.17330860255976,1,587,587
1,4,248.48335572786874,-1,588,588
1,3,249.7763976376678,-1,589,589
1,4,250.04893624141047,-1,590,590
1,4,250.19072762128837,-1,591,591
1,4,250.35910695537623,-1,592,592
1,3,250.75925280147908,-1,593,593
2,3,250.77000286200575,-1,594,594
2,4,250.77916484565142,1,595,595
2,3,250.79370768106398,-1,596,596
2,4,250.964063398388,1,597,597
1,3,251.26209695662195,-1,598,598
2,4,251.338781844291,0,599,599
2,4,252.5122091734697,0,600,600
2,4,253.2329631298811,0,601,601
1,3,253.38853719803552,-1,602,602
2,3,253.48035862339228,-1,603,603
2,3,253.49796618320488,-1,604,604
2,4,253.51835923863115,1,605,605
2,3,253.53684867248606,-1,606,606
2,4,253.54568757575566,1,607,607
1,4,253.56111173664246,-1,608,608
2,4,253.5623309317591,1,609,609
1,4,253.7093185753984,-1,610,610
2,4,254.1220844624039,0,611,611
1,4,254.74920958331114,-1,612,612
1,4,254.8942207477086,-1,613,613
1,4,254.9728937579882,-1,614,614
1,3,255.90245141829038,-1,615,615
1,4,256.04461117543474,-1,616,616
1,4,256.1879041176948,-1,617,617
1,3,256.63324975403077,-1,618,618
2,3,256.6760135778412,-1,619,619
2,4,256.7507548056129,1,620,620
1,3,257.39801239270764,-1,621,621
2,3,257.4495597323589,-1,622,622
2,4,257.5172810262973,1,623,623
1,4,257.72564478842304,-1,624,624
2,4,259.15155088670235,0,625,625
2,4,260.4529964872759,0,626,626
1,4,261.7599384489628,-1,627,627
2,4,262.20957065028716,0,628,628
2,4,262.22831843859285,0,629,629
1,3,263.3801895544237,-1,630,630
2,3,263.397152370639,-1,631,631
2,3,263.43194528029267,-1,632,632
2,4,263.4475339160121,1,633,633
2,4,263.45238545727074,1,634,634
2,3,263.47898729588934,-1,635,635
2,4,263.4912978333537,1,636,636
1,3,264.49809851928376,-1,637,637
2,3,264.6125975412377,-1,638,638
2,4,264.6236916734733,1,639,639
1,4,264.69832920315054,-1,640,640
1,4,266.60814264331793,-1,641,641
1,4,267.1052038636057,-1,642,642
2,4,268.57748571913413,0,643,643
1,4,269.4763315797601,-1,644,644
1,4,269.50933926996436,-1,645,645
2,4,270.34271100512865,0,646,646
1,3,270.6537670138991,-1,647,647
2,3,270.6729275588668,-1,648,648
2,4,270.6851063602895,1,649,649
2,3,270.74067365839136,-1,650,650
2,4,270.76650573008186,1,651,651
2,3,270.9175802574834,-1,652,652
2,4,270.9432091196255,1,653,653
1,4,271.09005292423456,-1,654,654
2,4,273.2291824606797,0,655,655
1,3,273.9728428660281,-1,656,656
1,3,275.70090368502565,-1,657,657
2,3,275.74675362010834,-1,658,658
2,4,275.77876606356995,1,659,659
2,3,275.80126870422083,-1,660,660
2,3,275.8849281412577,-1,661,661
2,4,275.88787512876456,1,662,662
2,4,278.0252662978628,0,663,663
1,4,278.21952745904565,-1,664,664
2,4,278.3612551199641,0,665,665
2,4,279.5049542940374,0,666,666
1,4,279.5058573288001,-1,667,667
1,3,280.88285944762305,-1,668,668
2,3,280.94850645067436,-1,669,669
1,4,281.0146649905578,-1,670,670
2,4,281.06276764329925,1,671,671
1,4,282.9137737079646,-1,672,672
1,4,283.6231108488758,-1,673,673
1,3,283.99294740976563,-1,674,674
2,4,284.582844181762,0,675,675
1,4,285.52282784041716,-1,676,676
2,4,286.44812825168304,0,677,677
2,4,286.56737970966924,0,678,678
1,4,286.6126517928156,-1,679,679
2,4,286.89887064639845,0,680,680
1,4,287.20121447140167,-1,681,681
1,3,287.8092722786544,-1,682,682
2,3,287.84073764393565,-1,683,683
2,4,287.8536046082004,1,684,684
1,3,288.73225928718796,-1,685,685
2,3,288.7470790935237,-1,686,686
2,4,288.7689594298811,1,687,687
1,3,288.910645059568,-1,688,688
1,3,288.92751640014035,-1,689,689
2,3,288.94538618004526,-1,690,690
2,4,288.9517379725431,1,691,691
2,3,289.0142855879099,-1,692,692
2,3,289.10761116181334,-1,693,693
2,4,289.1237717395741,1,694,694
1,3,289.1246786632128,-1,695,695
1,3,290.1376565486007,-1,696,696
2,3,290.2544184332083,-1,697,697
2,4,290.32893052948134,1,698,698
1,3,291.20951288034047,-1,699,699
2,3,291.41349340568104,-1,700,700
2,4,291.4180845724853,1,701,701
2,4,291.6512635021497,0,702,702
2,4,292.0486253397696,0,703,703
1,4,295.08522890966617,-1,704,704
1,3,295.8227931469649,-1,705,705
2,3,295.8230699711242,-1,706,706
2,4,296.8271283821133,0,707,707
1,3,297.25998153938156,-1,708,708
1,4,297.92736576002477,-1,709,709
1,4,299.40235797087604,-1,710,710
1,4,299.50621790706435,-1,711,711
1,4,299.8697655222722,-1,712,712
1,3,302.0826986252674,-1,713,713
2,3,302.09132964198454,-1,714,714
2,4,302.11391376499535,1,715,715
1,4,302.9749167625338,-1,716,716
1,3,303.60276154316296,-1,717,717
2,3,303.61812005228717,-1,718,718
2,3,303.6535852640425,-1,719,719
2,4,303.68476965773397,1,720,720
1,4,304.29919436119997,-1,721,721
1,3,306.4232035650892,-1,722,722
2,3,306.452380285077,-1,723,723
2,4,306.457782316178,1,724,724
1,3,306.4709126267881,-1,725,725
2,3,306.47437774851244,-1,726,726
2,4,306.4750078733539,1,727,727
1,4,307.363751937356,-1,728,728
1,4,307.79866849139444,-1,729,729
1,4,308.037739756017,-1,730,730
1,3,308.1240007031232,-1,731,731
2,4,311.6091924860643,0,732,732
1,3,312.12510293984377,-1,733,733
2,4,312.5486726544238,0,734,734
2,4,312.8469484082663,0,735,735
2,4,312.8979567413774,0,736,736
2,4,313.7326028764281,0,737,737
1,4,314.3734583367863,-1,738,738
2,4,314.85544337076067,0,739,739
2,4,315.15839396920404,0,740,740
1,4,316.32840401006536,-1,741,741
1,4,316.9103352263573,-1,742,742
1,4,319.0268903648766,-1,743,743
2,4,319.5410666272085,0,744,744
1,3,319.77807278290544,-1,745,745
1,4,319.7918162523809,-1,746,746
1,3,320.3623950220918,-1,747,747
2,3,320.40294691297083,-1,748,748
2,4,320.4563909229906,1,749,749
